University Index,University,Count,Year,Type
2,HYÖU,0.0,2028,AR enjamlar
3,HNGU,3.0,2028,AR enjamlar
4,TDBGI,0.0,2028,AR enjamlar
5,TDLU,30.0,2028,AR enjamlar
6,TDBSI,5.0,2028,AR enjamlar
7,HGI,0.0,2028,AR enjamlar
8,TDMaI,1.0,2028,AR enjamlar
9,TDYDI,0.0,2028,AR enjamlar
10,TTweII,0.0,2028,AR enjamlar
11,TMDDI,0.0,2028,AR enjamlar
12,TITU,0.0,2028,AR enjamlar
13,TITUKI,20.0,2028,AR enjamlar
14,HAA,0.0,2028,AR enjamlar
15,TOHU,6.0,2028,AR enjamlar
16,TDMI,1.0,2028,AR enjamlar
17,TMK,0.0,2028,AR enjamlar
18,TDÇA,2.0,2028,AR enjamlar
19,SSTDMI,0.0,2028,AR enjamlar
20,TDEI,2.0,2028,AR enjamlar
21,TOHI,1.0,2028,AR enjamlar
